iter	MultiClass
759	0.07159064268
760	0.07133743144
761	0.07121135048
762	0.07111574515
763	0.07102051056
764	0.07091426966
765	0.07078001881
766	0.07063163155
767	0.07055856237
768	0.07042472415
769	0.07030615032
770	0.07016103316
771	0.0700805375
772	0.06995219352
773	0.06981826013
774	0.06974174341
775	0.06965665851
776	0.06957738376
777	0.06942180056
778	0.06927470558
779	0.06916291659
780	0.06908086165
781	0.06897632208
782	0.06888265682
783	0.06876611643
784	0.06865496997
785	0.06856186726
786	0.06846680605
787	0.06838557317
788	0.06831135539
789	0.06816550657
790	0.06806850811
791	0.0679203382
792	0.06778175125
793	0.06772806414
794	0.06762317129
795	0.06753846689
796	0.06736649465
797	0.06719253337
798	0.06701176993
799	0.06690339364
800	0.06684615476
801	0.06666107742
802	0.06655071964
803	0.06644052737
804	0.0663342308
805	0.06623831386
806	0.06613756043
807	0.06605062528
808	0.06597221708
809	0.06586009599
810	0.06569978671
811	0.06559710612
812	0.06548105218
813	0.06538425228
814	0.06521737363
815	0.06505523883
816	0.06497635644
817	0.06488280382
818	0.06479771082
819	0.06465035205
820	0.06459045802
821	0.06450577499
822	0.06446617347
823	0.06436134853
824	0.0642619994
825	0.06414517236
826	0.06406996846
827	0.06396541188
828	0.06388023713
829	0.06379402725
830	0.06367284142
831	0.06350722381
832	0.06343922848
833	0.06334546108
834	0.06320918469
835	0.0631158031
836	0.06302178927
837	0.06294867239
838	0.06281828981
839	0.062693259
840	0.062550331
841	0.06243933444
842	0.06233922354
843	0.0622486244
844	0.06213871464
845	0.06204269566
846	0.06190899766
847	0.06182527939
848	0.06171026222
849	0.0616148564
850	0.06150754097
851	0.06141077457
852	0.06128819762
853	0.06121361096
854	0.0611575732
855	0.06106158963
856	0.06095243599
857	0.06087505143
858	0.06076841797
859	0.06063433558
860	0.06053190694
861	0.0604663322
862	0.06039660638
863	0.06028807017
864	0.06021773127
865	0.06013832603
866	0.06001857323
867	0.05992825734
868	0.05981229018
869	0.05975872656
870	0.05967539487
871	0.05961279702
872	0.05954405846
873	0.05946966512
874	0.05937727725
875	0.05929032301
876	0.05924728256
877	0.05918063221
878	0.05909855563
879	0.05894400108
880	0.05879937366
881	0.05876684061
882	0.05869272857
883	0.05859308526
884	0.05847272976
885	0.05840335209
886	0.0582736735
887	0.05815426696
888	0.05808610988
889	0.05802294338
890	0.05795022031
891	0.05786786978
892	0.05776024337
893	0.05772047905
894	0.05760425734
895	0.05751299145
896	0.05746168442
897	0.05736980107
898	0.0572636061
899	0.05712987379
900	0.05708985291
901	0.05697892243
902	0.0569004266
903	0.05684253783
904	0.05677286119
905	0.05666947957
906	0.05655929346
907	0.05646791905
908	0.05632757311
909	0.05623688331
910	0.05618933111
911	0.05611630082
912	0.05599233558
913	0.05590173789
914	0.05581239338
915	0.05574857859
916	0.05560229132
917	0.05551546247
918	0.05539647866
919	0.05532764544
920	0.05525366044
921	0.05520088259
922	0.05513012126
923	0.05503865354
924	0.05494971853
925	0.05489969651
926	0.05478647599
927	0.05471971944
928	0.05462462431
929	0.0545484314
930	0.05449380635
931	0.0544400878
932	0.05437902286
933	0.05429735407
934	0.05419665775
935	0.05414006001
936	0.05403735499
937	0.05393304054
938	0.05381919468
939	0.05377012597
940	0.05373035484
941	0.0536405187
942	0.05359958423
943	0.05355294296
944	0.05348346715
945	0.05338163475
946	0.05330964854
947	0.05327296434
948	0.05321545862
949	0.05313827238
950	0.05308281954
951	0.05304909405
952	0.05296452177
953	0.05291321897
954	0.05284740479
955	0.05276802646
956	0.05266841953
957	0.05259358455
958	0.05254205452
959	0.05249631989
960	0.05243486078
961	0.05234909921
962	0.05230751296
963	0.05225064435
964	0.0521637707
965	0.05209896099
966	0.0519977707
967	0.05194375784
968	0.05187120999
969	0.05180299522
970	0.05170633319
971	0.05159801407
972	0.0515202561
973	0.05143173162
974	0.05134816478
975	0.05125216254
976	0.05115935664
977	0.05110448085
978	0.05097828971
979	0.05091172563
980	0.05084917021
981	0.05078050519
982	0.05073260864
983	0.05064547821
984	0.05057597957
985	0.05047564563
986	0.05043154838
987	0.05041388133
988	0.05037785655
989	0.05030315319
990	0.05021934206
991	0.05015716237
992	0.05010577834
993	0.05006434046
994	0.05004480261
995	0.04995787637
996	0.04984682571
997	0.0497967727
998	0.04970802612
999	0.04963539974
